text,fname,sentence_index
"No, honey.",S01E26,55
It's actually a doggie.,S01E26,56
Who just made a horsy-sized uh-oh.,S01E26,57
"Sorry, Teddy.",S01E26,58
I've made my decision and it's final.,S01E26,59
"Dad, that's so unfair.",S01E26,60
"Mom, dad says I can't get my license.",S01E26,61
- What? Why not?- Because she's not ready.,S01E26,62
"Well, my driving instructor thinks I am.",S01E26,63
He says I'm doing great.,S01E26,64
The man works for the public schools.,S01E26,65
He's got nothing to live for.,S01E26,66
"Mom, can you say something?",S01E26,67
"Teddy honey, I'm sorry,",S01E26,68
But your father has a very small area of authority,S01E26,69
"And unfortunately for you,",S01E26,70
Teaching you kids to drive is part of it.,S01E26,71
So what else is in that area?,S01E26,72
Barbecuing.,S01E26,73
That's it.,S01E26,74
"Dad, please.",S01E26,75
I really want to get my license the day I turn 16.,S01E26,76
"Look, it's not gonna happen, all right?",S01E26,77
"So until further notice,there's gonna be no driving.",S01E26,78
"Sorry. Can I have the keys, please?",S01E26,79
Here.,S01E26,80
I can't believe I stood outside the bathroom door for this.,S01E26,81
Hey.,S01E26,82
"You're on my side, right?",S01E26,83
- Honey. - Yeah?,S01E26,84
Why am I talking to a dog?,S01E26,85
He followed Gabe home.,S01E26,86
But don't worry.,S01E26,87
I made it very clear.,S01E26,88
We are not keeping him.,S01E26,89
"Hey, you know something?",S01E26,90
He kind of reminds me of your Uncle stan.,S01E26,91
- What? - The wet nose and the bloodshot eyes.,S01E26,92
"Come on, he",S01E26,93
"Oh, now I see it.",S01E26,94
P.,S01E26,95
J.,S01E26,96
", I have a question.",S01E26,97
Was dad out of control when he was teaching you how to drive?,S01E26,98
"No no, he was very mellow.",S01E26,99
Then what is his problem?,S01E26,100
"Well, hair loss, kills bugs for a living",S01E26,101
There's so much to choose from.,S01E26,102
"Well, whatever it is, why did he have to take it out on me?",S01E26,103
I don't know.,S01E26,104
Maybe you're a bad driver.,S01E26,105
"No, I'm a good driver.",S01E26,106
I was the only kid in driver's ed.,S01E26,107
Who didn't barf during the splattered brains movie.,S01E26,108
Actually I have a question for you.,S01E26,109
I have a friend who is turning 16.,S01E26,110
And I have to buy her a birthday present.,S01E26,111
"Mm, well",S01E26,112
I know your friend wouldn't want a sock puppet.,S01E26,113
Okay.,S01E26,114
"Well, what would she want?",S01E26,115
"Well,",S01E26,116
"She'd probably like boots,",S01E26,117
"Like from that cool store at the mall,",S01E26,118
But not the black ones with the purple trim.,S01E26,119
She already has those.,S01E26,120
I'm just guessing.,S01E26,121
"Oh hi, Mrs.",S01E26,122
Dabney.,S01E26,123
I see you people have a dog now.,S01E26,124
"Oh, I'm doing fine, thanks.How are you?",S01E26,125
Let me explain something to you.,S01E26,126
Your dog makes my Cat nervous.,S01E26,127
"And when my Cat gets nervous, I get nervous.",S01E26,128
"And when I get nervous, Mr.",S01E26,129
Dabney gets nervous.,S01E26,130
Then what happens?,S01E26,131
Mr.,S01E26,132
Dabney goes to stay with his mother.,S01E26,133
So this dog thing is not entirely bad.,S01E26,134
"All right, we're done here.",S01E26,135
"Oh, Mrs. Dabney,before you go,",S01E26,136
"Um, I need some more practice hours.",S01E26,137
"Before I take my driver's test,",S01E26,138
"So if you ever need a chauffeur, I'm your girl.",S01E26,139
Let's go.,S01E26,140
Right now?,S01E26,141
I've got a bunch of errands to run.,S01E26,142
"And if you drive, I can play word jumble on my cell phone.",S01E26,143
"Actually I do that anyway,but this way it's legal.",S01E26,144
This store only has girls in it.,S01E26,145
Yeah.,S01E26,146
So what's Teddy's shoe size?,S01E26,147
I don't know.,S01E26,148
You don't know her shoe size?,S01E26,149
I don't know her middle name.,S01E26,150
"Well, dude, how are we supposed to buy her shoes?",S01E26,151
Wait a minute.,S01E26,152
"Teddy wore your sneakers by mistake last week, right?",S01E26,153
- Yes.,S01E26,154
- That means you're the same size.,S01E26,155
"Here, try these on.",S01E26,156
Oh no.,S01E26,157
I am not putting on girl boots.,S01E26,158
"Oh, come on.",S01E26,159
They'll look good with that girl shirt you're wearing.,S01E26,160
It's not a pony.,S01E26,161
It's a stallion.,S01E26,162
"Fine, I'll put them on for two seconds.",S01E26,163
Buying boots for my sister.,S01E26,164
Funny story she and my brother have the same size feet.,S01E26,165
"Good thing she didn't want underwear, right?",S01E26,166
"Okay, see you.",S01E26,167
"Okay, they fit.",S01E26,168
"Whoa, hold on, dude.You've gotta stand up,",S01E26,169
"Walk around, make sure they're comfortable.",S01E26,170
Come on.,S01E26,171
"Wow, those do wonders for your legs.",S01E26,172
"Okay, that's enough.",S01E26,173
They won't come off.,S01E26,174
What?Let me try.,S01E26,175
Why are your feet so fat?,S01E26,176
They're not fat.,S01E26,177
They're husky.,S01E26,178
What are we gonna do?,S01E26,179
"Well, there's only one thing to do.",S01E26,180
- Who are you calling? - No one.,S01E26,181
I'm taking a picture of you in girl boots.,S01E26,182
The light's not getting any greener.,S01E26,183
"I know, but the car in front of me hasn't moved yet.",S01E26,184
Here's a quick driving lesson.,S01E26,185
"Wake up, grandpa!",S01E26,186
"Sorry, that was her, not me.",S01E26,187
"Oh look, grandpa's telling us we're number one.",S01E26,188
"No, he's not.He's",S01E26,189
I know what he's doing.,S01E26,190
"So we should probably head home now, right?",S01E26,191
Just one more stop boulder.,S01E26,192
I want to see my sister.,S01E26,193
Boulder?That's in the mountains.,S01E26,194
"Oh, you got one of those flat-land-only driving permits?",S01E26,195
"No, it's just I have to be home by 7:00.",S01E26,196
"Oh, and we should probably stop for gas.",S01E26,197
In this car you can drive 100 miles on empty.,S01E26,198
I'll tell you when we need gas.,S01E26,199
Now we need gas.,S01E26,200
"Yeah, just one problem",S01E26,201
We're in the middle of nowhere.,S01E26,202
And it looks like rain.,S01E26,203
Agh!,S01E26,204
And there's a crazy woman outside my window.,S01E26,205
So actually we got three problems.,S01E26,206
Hello.,S01E26,207
Kinda hard to talk with the window open just a crack.,S01E26,208
Sorry.,S01E26,209
What are y'all doing over here?,S01E26,210
We're out of gas.,S01E26,211
"Well, this is your lucky day.",S01E26,212
There's gas and such down the road a spell.,S01E26,213
"Oh, how far is a spell?",S01E26,214
50 miles.,S01E26,215
"Of course, I got a gallon of gas right here.",S01E26,216
Great.How much is it?,S01E26,217
50 bucks.,S01E26,218
The mountain lady's got an angle.,S01E26,219
"I also got gum, mints, magazines.",S01E26,220
I could keep you up to date on all things Justin bieber.,S01E26,221
Oh.,S01E26,222
Charlie.,S01E26,223
"Charlie, hand mommy the tape.",S01E26,224
Fine.,S01E26,225
It'll just be a sweet 6 party.,S01E26,226
What are you drawing?,S01E26,227
Are you making a pretty picture?,S01E26,228
"What do you want, dog?",S01E26,229
Horsy.,S01E26,230
What are you doing?,S01E26,231
What are you doing?You cannot be here.,S01E26,232
You're kind of sweet.,S01E26,233
"Okay, just for a minute.",S01E26,234
"You're not such a bad dog, are you?",S01E26,235
"No, you're a good dog.",S01E26,236
I'm gonna call you sweetie-pie,S01E26,237
'cause you're a sweetie-pie.,S01E26,238
- Mommy.,S01E26,239
"- Charlie, not now.",S01E26,240
Yes.,S01E26,241
"Mom, we have got a big problem.",S01E26,242
"Oh, you sure do.",S01E26,243
Those boots do not go with those shorts.,S01E26,244
You are working my last nerve.,S01E26,245
She is a handful.,S01E26,246
Does any of this look familiar?,S01E26,247
Looks like the same road we drove down 10 minutes ago.,S01E26,248
So I'm just going in circles.,S01E26,249
And you didn't want to say anything?,S01E26,250
I thought my annoyed silence was speaking volumes.,S01E26,251
Okay.,S01E26,252
"Well, we're lost.",S01E26,253
And we need to look at a map.Do you have a map?,S01E26,254
On my cell phone.,S01E26,255
But I'd have to turn off my word jumble.,S01E26,256
Okay.,S01E26,257
What did you do now?,S01E26,258
I think we're in some kind of hole.,S01E26,259
"Well, then one of us is gonna have to get out and push",S01E26,260
The one of us who's 16.,S01E26,261
I'm not 16 yet.,S01E26,262
- Get out.,S01E26,263
- Okay.,S01E26,264
"Okay, hit it, but try to go",S01E26,265
Slow.,S01E26,266
"Okay, go again, but this time.",S01E26,267
Try to go a little bit slower.,S01E26,268
Oh.,S01E26,269
"Well, this would be a great time.",S01E26,270
For the mountain lady to come by with some skirts.,S01E26,271
"Hey, sweetie.",S01E26,272
- Hi.,S01E26,273
- Hi.,S01E26,274
I think you found my dog.,S01E26,275
"Um, we don't have a dog here.",S01E26,276
Really?,S01E26,277
I found this flyer with your address on it.,S01E26,278
Must be a misprint.,S01E26,279
No dog.,S01E26,280
Bye-bye.,S01E26,281
"Mom, mom, can I talk to you for a minute?",S01E26,282
"Hi, we'll be right with you.",S01E26,283
Okay.,S01E26,284
"Look, mom, we've got to do the right thing here.",S01E26,285
"If you want a dog,we can get you another one.",S01E26,286
I don't want another dog.,S01E26,287
I want my sweetie-pie.,S01E26,288
"Mom, he already has a family.",S01E26,289
Who loves him and misses him.,S01E26,290
He needs to go home.,S01E26,291
I know.,S01E26,292
"Goodbye, sweetie-pie.",S01E26,293
I will never forget you.,S01E26,294
Winston!,S01E26,295
Thank you.,S01E26,296
You're welcome.,S01E26,297
I'm very very proud of you.,S01E26,298
Now how about we go get you some ice cream?,S01E26,299
- Okay.,S01E26,300
"- Yes, come on.",S01E26,301
"Oh, you guys, Teddy's here.",S01E26,302
Everybody hide.,S01E26,303
Hide.,S01E26,304
Surprise!,S01E26,305
Aww.,S01E26,306
"Oh, okay.",S01E26,307
I know what you're thinking,S01E26,308
Teddy can wear anything.,S01E26,309
"Oh, um",S01E26,310
Why don't I go clean up.,S01E26,311
"And we'll try this again in 30 minutes, okay?",S01E26,312
"Oh, one more thingyou guys!",S01E26,313
"- Great cake, mom.",S01E26,314
- I got it at the store.,S01E26,315
I know.,S01E26,316
"That's why I said great cake, mom.",S01E26,317
"Dad, what are you doing out here?",S01E26,318
Just thinking.Are you enjoying your party?,S01E26,319
"Yeah, it's awesome.",S01E26,320
Thank you so much.,S01E26,321
"Dad, I have to tell you something.",S01E26,322
You spent the afternoon driving with Mrs.,S01E26,323
Dabney.,S01E26,324
You got all that from I have to tell you something?,S01E26,325
"No, actually I got all that.",S01E26,326
From when Mrs.,S01E26,327
Dabney returned your skirt.,S01E26,328
Now you know I told you I didn't want you driving.,S01E26,329
I know.,S01E26,330
I'm sorry.,S01E26,331
"All right, you know what?",S01E26,332
Let's just talk about this tomorrow.,S01E26,333
"- Dad, I'm a really good driver.",S01E26,334
- Teddy.,S01E26,335
"No, why are you treating me different than P.",S01E26,336
J.,S01E26,337
?.,S01E26,338
You didn't freak out on him when he was learning how to drive.,S01E26,339
Because teaching P.,S01E26,340
J.,S01E26,341
to drive was a completely different thing.,S01E26,342
- Why? - Because it was.,S01E26,343
- Why? - Because he's P.,S01E26,344
J.,S01E26,345
You're my little girl.,S01E26,346
Driving means leaving.,S01E26,347
"And once you get in that car,",S01E26,348
You go.,S01E26,349
Dad.,S01E26,350
"Look, I'm sorry, okay?",S01E26,351
You've got your party and stuff going on.,S01E26,352
I shouldn't be talking about this stuff.,S01E26,353
"Dad, it's sad to think.",S01E26,354
All your kids are gonna leave someday.,S01E26,355
"Well, actually to be perfectly honest,",S01E26,356
With P.,S01E26,357
J.,S01E26,358
I'm kind of worried he's never gonna leave.,S01E26,359
"Yeah, well,",S01E26,360
We'll hope for the best.,S01E26,361
"Dad, I want you to know that even though",S01E26,362
"I'm gonna get in that car and drive away someday,",S01E26,363
I'm also gonna drive back home.,S01E26,364
"Yeah, probably with a trunkful of laundry.",S01E26,365
Yeah.,S01E26,366
And now P.,S01E26,367
J.,S01E26,368
And Gabe.,S01E26,369
Have a special birthday surprise for you.,S01E26,370
But first let me introduce.,S01E26,371
Snoop Charlie char.,S01E26,372
"Teddy, this one's for you.",S01E26,373
- Ready?  - Yep.,S01E26,374
"Ready, set, go.",S01E26,375
we went to buy boots for a special sister,S01E26,376
but they got stuck and now I got a blister,S01E26,377
"we were out of money, we were out of time",S01E26,378
so we dressed up with Charlie and busted out a rhyme,S01E26,379
"you're 16 now, gonna move out soon",S01E26,380
in a few more years I'm gonna get your room,S01E26,381
"that's all we got, but we hope you know",S01E26,382
"that we're with you, Teddy, not matter where you go",S01E26,383
"- <I> Teddy, Teddy</I>  - Happy Birthday.",S01E26,384
"Well, Charlie, here we are,",S01E26,385
The Duncan sisters on my 16th birthday.,S01E26,386
"Can you say, happy birthday, Teddy?",S01E26,387
No? Okay.,S01E26,388
"Well, it's the thought that counts.",S01E26,389
"Anyway, the big news is I got my driver's license,",S01E26,390
Which means I now have total freedom to go wherever I want.,S01E26,391
"Teddy, I need you to pick up some things at the store.",S01E26,392
"And while you're at it,the car needs gas.",S01E26,393
And pick up gabe just cause I don't wanna.,S01E26,394
Total freedom.,S01E26,395
"Can you wish me good luck, Charlie?",S01E26,396
It's the thought that counts.,S01E26,397
Are we there yet?,S01E26,398
Did you see a grand canyon?,S01E26,399
I need to go to the bathroom.,S01E26,400
I told you to go before we left.,S01E26,401
- I didn't have to go then.  - Are we there now?,S01E26,402
"License and registration, ma'am.",S01E26,403
"Gabe, it's me Teddy.",S01E26,404
I'm sorry.,S01E26,405
"License and registration, Teddy.",S01E26,406
You got lucky.,S01E26,407
Today's all burnt toast,S01E26,408
"Running late, and dad jokes",S01E26,409
Has anybody seen my left shoe,S01E26,410
"I close my eyes, take a bite",S01E26,411
"Grab a ride, laugh out loud",S01E26,412
There it is up on the roof,S01E26,413
"I've been there, I've survived",S01E26,414
So just take my advice,S01E26,415
"Hang in there, baby, ",S01E26,416
Things are crazy,S01E26,417
But I know your future is bright,S01E26,418
"Hang in there, baby",S01E26,419
There is no maybe,S01E26,420
Everything turns out all right,S01E26,421
Sure life is up and down,S01E26,422
"But trust me, it comes back around",S01E26,423
You're gonna love who you turn out to be,S01E26,424
"Hang in there, baby.",S01E26,425
"Well, this is awful.",S02E01,0
I can't believe we're spending Charlie's birthday in jail.,S02E01,1
"Well, as long as we're all in here together,",S02E01,2
let's go over some ground rules.,S02E01,3
This is just a chair.,S02E01,4
"-Well, what if I -Uh-uh.",S02E01,5
-What if -Hold it.,S02E01,6
"Guys, it could be worse.",S02E01,7
Mom and dad could know we're here.,S02E01,8
-Kids? -Uh-oh.,S02E01,9
"Hi, mom.",S02E01,10
"Hi, dad.",S02E01,11
-Hi.,S02E01,12
-Hey.,S02E01,13
Nice family you got here.,S02E01,14
I'm guessing the dog is in the pound?,S02E01,15
"We don't have a dog, officer snootee.",S02E01,16
It's pronounced snoo-tay.,S02E01,17
"-Get in there, you two.",S02E01,18
-Here.,S02E01,19
What are you guys doing here?,S02E01,20
What are you guys doing here?,S02E01,21
"Okay, before we get to that,",S02E01,22
let's go over the ground rules again.,S02E01,23
"Dad, I want you to pay extra close attention.",S02E01,24
Today's all burnt toast ,S02E01,25
"Running late, and dad jokes",S02E01,26
Has anybody seen my left shoe,S02E01,27
"I close my eyes, take a bite",S02E01,28
"Grab a ride, laugh out loud",S02E01,29
There it is up on the roof,S02E01,30
"I've been there, I've survived",S02E01,31
So just take my advice,S02E01,32
"Hang in there, baby",S02E01,33
Things are crazy,S02E01,34
But I know your future's bright,S02E01,35
"Hang in there, baby",S02E01,36
There's no maybe,S02E01,37
Everything turns out all right,S02E01,38
Your life is up and down,S02E01,39
But trust me it comes back around,S02E01,40
You're gonna love who you turn out to be,S02E01,41
"Hang in there, baby.",S02E01,42
So my kids are in jail.,S02E01,43
Anybody wanna tell me why?,S02E01,44
"Nope, we're good.",S02E01,45
"Well, what about you? Why are you guys in jail?",S02E01,46
"Hey, we asked you first.",S02E01,47
Start talking.,S02E01,48
"All right well, as the oldest",S02E01,49
I guess I owe you guys an explanation.,S02E01,50
It's all Teddy's fault.,S02E01,51
-What? It is not! -Oh really?,S02E01,52
We wouldn't be here,S02E01,53
if you hadn't promised Charlie,S02E01,54
a birthday present you couldn't deliver.,S02E01,55
"Well, Charlie, here you are,",S02E01,56
"watching your favorite tv show, the gurgles.",S02E01,57
That's the sound we make,S02E01,58
If we march in circles,S02E01,59
and watch you play along,S02E01,60
"Just sit down, annoy your mom",S02E01,61
"and sing the gurgle song, gurgles!",S02E01,62
"It's kind of annoying,",S02E01,63
but I guess it's entertaining to your little brain.,S02E01,64
"Oh, the gurgles! What did I miss?",S02E01,65
-I love gurgles. -Shh!,S02E01,66
So if we're having a contest for who gives Charlie,S02E01,67
"the best birthday present ever,",S02E01,68
I'll accept my prize now.,S02E01,69
"Okay well, I gave her the gift of life,",S02E01,70
so let's see what you got.,S02E01,71
I'm getting her tickets to the gurgles concert.,S02E01,72
-Oh! -Yeah.,S02E01,73
"I want her to have a great second birthday,",S02E01,74
unlike mine when I didn't get the gift I wanted.,S02E01,75
"Here we go, still whining about a hello doggy.",S02E01,76
"Howdy puppy,",S02E01,77
the rootinest tootinest little chihuahua in the West.,S02E01,78
I wanted him more than anything in the world,S02E01,79
and I,S02E01,80
"Oh, too soon.",S02E01,81
"Hey, how are you coming with the entertainment?",S02E01,82
Entertainment. Entertainment?,S02E01,83
For Charlie's birthday party.,S02E01,84
-What did you decide on? -Ah.,S02E01,85
Still thinking.,S02E01,86
Noodling.,S02E01,87
A lot of things going on in the old hopper.,S02E01,88
"The hopper's empty, isn't it, Bob?",S02E01,89
I I don't even know where it is anymore.,S02E01,90
"Honey, Charlie's party is in three days.",S02E01,91
"Oh, honey, come on, relax.",S02E01,92
I'll think of something.,S02E01,93
"Okay, we'll do a clown,",S02E01,94
a bouncy house whatever.,S02E01,95
"Bob, honey, you have to reserve those things.",S02E01,96
We have to decide on something good,S02E01,97
or it's gonna be hello doggy all over again.,S02E01,98
Howdy puppy!,S02E01,99
"-Hey, can I check my email? -No no no no no.",S02E01,100
I'm about to buy gurgles concert tickets online.,S02E01,101
They go on sale in eight seconds,S02E01,102
and I'm gonna be the first one to get them.,S02E01,103
"Okay, here we go.",S02E01,104
"Three, two, one.",S02E01,105
What? Sold out?!,S02E01,106
"Oh, you've gotta be kidding me.",S02E01,107
Hang on.,S02E01,108
Let me get in there.,S02E01,109
Let's see.,S02E01,110
-What are you doing? -Checking my email.,S02E01,111
What? Give me that.,S02E01,112
How am I gonna get the tickets now?,S02E01,113
"Well, the other day I was listening",S02E01,114
"to that radio station for kids, K.",S02E01,115
I.,S02E01,116
D.,S02E01,117
Z.,S02E01,118
"Hey, kidz.",S02E01,119
I just got that.,S02E01,120
Why are you listening to the kidz radio station?,S02E01,121
Because they told me not to change the channel.,S02E01,122
"Anyway, they're having a contest.",S02E01,123
Whoever makes the best video wins tickets to the gurgles concert.,S02E01,124
We could make a great video.,S02E01,125
All we need is one good idea.,S02E01,126
"Oh okay, how about this?",S02E01,127
So we make a video of me putting on,S02E01,128
200 pairs of underpants.,S02E01,129
And then I turn around and on my butt it says.,S02E01,130
I heart the gurgles.,S02E01,131
"Yeah, that's not it.",S02E01,132
I've I've got an idea.,S02E01,133
I've written some really great kid songs.,S02E01,134
We could turn one of those into a video.,S02E01,135
One good idea.,S02E01,136
Just one good idea.,S02E01,137
I have got a song about talking toes,S02E01,138
that will knock your socks off.,S02E01,139
You get it? Cause it okay.,S02E01,140
"Okay, we're still going through all the bad ideas.",S02E01,141
"But we need a good one,",S02E01,142
and Charlie should be the star of it.,S02E01,143
"Well, I've always wanted to shoot her out of a cannon.",S02E01,144
"All right, still emptying out all those bad ideas, okay.",S02E01,145
No cannons? No underpants?,S02E01,146
You're really tying my hands here.,S02E01,147
"Hey hey, honey! Honey!",S02E01,148
"Hey, come on.",S02E01,149
Come in here.,S02E01,150
Come on.,S02E01,151
-I've got something I wanna show you. -What is it?,S02E01,152
I wanna show you the entertainment I got for Charlie's party.,S02E01,153
Voila.,S02E01,154
A little cart.,S02E01,155
This is why I'm missing judge ira?,S02E01,156
"Oh my, I seemed to have put the cart before the",S02E01,157
Horse!,S02E01,158
Are you sure it's a horse?,S02E01,159
I've seen bigger dogs.,S02E01,160
"Actually, I've seen bigger cats.",S02E01,161
"Honey, it's a miniature horse.",S02E01,162
"Well, he is kind of cute.",S02E01,163
-Where did you find him? -At the stables.,S02E01,164
"You know, I was gonna get a pony,",S02E01,165
and then I met this guy in the parking lot,S02E01,166
"who said, Have I got a deal for you.",S02E01,167
"And well, after I said no thank you to the speakers,",S02E01,168
he brought out shamrock here.,S02E01,169
"Aw, he's adorable.",S02E01,170
Why is his tail going up?,S02E01,171
Oh.,S02E01,172
That was great.,S02E01,173
"Hey, mom, we finished the video.",S02E01,174
"-You wanna see it? -Oh, can't wait.",S02E01,175
"Yeah, we are so gonna win those tickets.",S02E01,176
Gurgles!,S02E01,177
Good evening.,S02E01,178
"I'm here with the world's biggest gurgles fan,",S02E01,179
miss Charlotte Duncan.,S02E01,180
"Oh no, please call me Charlie.",S02E01,181
We're all friends here.,S02E01,182
"So, Charlie, tell me how you first",S02E01,183
became acquainted with the gurgles.,S02E01,184
"Well, I was 17 no, 18 months",S02E01,185
and I was doing a little bit of channel surfing.,S02E01,186
"Boring, blah.",S02E01,187
"Been there, seen that. Then ba-bam!",S02E01,188
The most wonderful collection of shapes and colors.,S02E01,189
-I had ever seen.,S02E01,190
-The gurgles.,S02E01,191
The gurgles indeed.,S02E01,192
And seeing them in concert would make me feel,S02E01,193
"Well, why don't I just show you?",S02E01,194
"Lights, please.",S02E01,195
"-Wow, look at this.",S02E01,196
-Cool.,S02E01,197
Wow!,S02E01,198
Forgive me.,S02E01,199
I got a bit carried away.,S02E01,200
"Now if we're done here,",S02E01,201
I was promised a juice box.,S02E01,202
"You guys, that was amazing!",S02E01,203
"Oh, mom, you made a brilliant Charlie.",S02E01,204
"Oh, didn't I?",S02E01,205
"Good show, good show.",S02E01,206
Again.,S02E01,207
-Yes? -Yeah.,S02E01,208
"Hey, honey, you seen the garage door opener?",S02E01,209
Never mind.,S02E01,210
What are you doing?,S02E01,211
There's a mini-horse in our garage.,S02E01,212
Did you really think I wouldn't take advantage of that?,S02E01,213
Where did you go?,S02E01,214
Just down the street to Austin's house.,S02E01,215
He's been bragging about his new dog.,S02E01,216
This shut him right up.,S02E01,217
"All right, come on. Get out of there, would you?",S02E01,218
Okay.,S02E01,219
"Oh, here.",S02E01,220
There you go.,S02E01,221
-What is this? -Tickets.,S02E01,222
Did you know you can't text while riding a mini-horse?,S02E01,223
"- Uh, Gabe - Yep?",S02E01,224
- You forgetting something? - Oh right.,S02E01,225
"Hey, it's 3:00.",S02E01,226
The winning video should be up by now.,S02E01,227
I'm on it,S02E01,228
"Hey, P.",S02E01,229
J.,S02E01,230
I didn't know you were working today.,S02E01,231
I'm not.,S02E01,232
This is my only clean shirt.,S02E01,233
Then why are you wearing the hat?,S02E01,234
I don't wanna look stupid.,S02E01,235
"Oh, it's up.",S02E01,236
They've posted the winning video.,S02E01,237
"Oh, I can't look.",S02E01,238
"Okay, tell me we won.",S02E01,239
Tell me we won.,S02E01,240
Why aren't you telling me we won?,S02E01,241
- Because we lost.,S02E01,242
- What? I don't believe it.,S02E01,243
What video could possibly be better than ours?,S02E01,244
How much do I love the gurgles?,S02E01,245
Now at this point,S02E01,246
a jerk might say I told you so.,S02E01,247
I told you so!,S02E01,248
So now what are we gonna do?,S02E01,249
Go downtown to the piedmont hotel,S02E01,250
where the gurgles are staying and beg them for tickets?,S02E01,251
How do you know where they're staying?,S02E01,252
It was on the all things gurgles website.,S02E01,253
Am I the only one who reads that?,S02E01,254
"Yes yes, because you're their only fan",S02E01,255
that can actually read.,S02E01,256
So you're just gonna knock on their door,S02E01,257
and they're gonna let you in?,S02E01,258
They will if we're delivering,S02E01,259
a delicious bucket of chicken.,S02E01,260
Or that stuff you deliver.,S02E01,261
Great! Let's go.,S02E01,262
Wait a minute. How are you gonna know,S02E01,263
- what room they're in? - 423.,S02E01,264
I'm an all things gurgles premium subscriber.,S02E01,265
You make a simple rule.,S02E01,266
You expect people to follow it.,S02E01,267
"Gabe, she's  two.",S02E01,268
She can't hold it.,S02E01,269
Can we turn around now,S02E01,270
"Actually, give me a second.",S02E01,271
Unbelievable.,S02E01,272
"All right, would you please just finish the story?",S02E01,273
You still haven't told us how you got arrested.,S02E01,274
"All right, so we went down to the hotel.",S02E01,275
"Yeah, this is stan in 423.",S02E01,276
I can't find my remote control.,S02E01,277
"No, I'm not sitting on it again.",S02E01,278
Never mind.,S02E01,279
It's open.,S02E01,280
I can't believe it. It's you!,S02E01,281
You're the circle!,S02E01,282
You want me to sign something Five bucks.,S02E01,283
"You want it in sparkly pen, it's 10 bucks.",S02E01,284
"No no, we're not here for autographs.",S02E01,285
We want to ask about concert tickets.,S02E01,286
- And we brought chicken. - Huh?,S02E01,287
"Whoa whoa whoa, wait a minute.",S02E01,288
The other gurgles put you up to this?,S02E01,289
Are they testing me to see if I'll stay on my diet?,S02E01,290
Testing you?,S02E01,291
Don't all the shapes love each other and help each other out?,S02E01,292
"- Yeah yeah, that's it.",S02E01,293
- Here you go.,S02E01,294
- So do you have any tickets? - No. You have any sides?,S02E01,295
"No ticky, no chicky.",S02E01,296
P.,S02E01,297
J.,S02E01,298
", come on, let's go find a more helpful shape.",S02E01,299
I'll catch up with you.,S02E01,300
"Listen, circ.",S02E01,301
"- Heh, can I call you circ? - No.",S02E01,302
"Uh, well, the thing is I am a musician",S02E01,303
and I wrote a song that is perfect for the gurgles.,S02E01,304
"- You wanna hear it? - No no no, thanks.",S02E01,305
Triangle writes all our songs,S02E01,306
'cause he's a genius.,S02E01,307
"This will only take a minute, only take a minute.",S02E01,308
This is a song This is a song I wrote,S02E01,309
after I skinned my knee.,S02E01,310
What do you get when you pick a scab?,S02E01,311
"Pick a scab, pick a scab.",S02E01,312
What do you get when you pick a scab?,S02E01,313
A scar that lasts forever.,S02E01,314
you wanna hear another one?,S02E01,315
"No. Look, kid, I just want to be left alone",S02E01,316
"and watch tv, okay?",S02E01,317
"Aw, nuts.",S02E01,318
"Okay, I'll be back in a little while.",S02E01,319
- Where are you going? - Taking the horse for a drive.,S02E01,320
I like to see people's faces,S02E01,321
when he sticks his tiny head out the window.,S02E01,322
"Oh! Bob, get out here! The horse is gone.",S02E01,323
We've been rustled? Dag nabbit!,S02E01,324
you sure you wanna do this?,S02E01,325
"I don't like the idea of sneaking into a concert,",S02E01,326
but there's no way I'm gonna let Charlie down.,S02E01,327
"And besides, what's the worst that could happen?",S02E01,328
It's not like they're gonna throw us in jail.,S02E01,329
"Okay, stop laughing.",S02E01,330
It's time to get sad.,S02E01,331
Think of something really sad.,S02E01,332
Okay.,S02E01,333
"Oh, that's good.",S02E01,334
"- Thinking of hey there, poochy?  - Howdy puppy.",S02E01,335
- Next.,S02E01,336
- Hi.,S02E01,337
"- Ticket, please.",S02E01,338
"- Um, quick story.",S02E01,339
- It's actually pretty sad.,S02E01,340
- Let me guess.,S02E01,341
You're trying to get tickets for your baby sister,S02E01,342
who's the biggest gurgles fan in the whole world,S02E01,343
"and they were sold out,",S02E01,344
and now you want me to just let you guys in?,S02E01,345
It's even sadder when you say it.,S02E01,346
And here's the saddest thing of all.,S02E01,347
Next!,S02E01,348
Time to kick it up a notch.,S02E01,349
- Ready? - Ready.,S02E01,350
Oh oh oh!,S02E01,351
Help help! That boy just collapsed!,S02E01,352
It's okay.,S02E01,353
I'm a doctor.,S02E01,354
- I know mouth to mouth.,S02E01,355
- All better.,S02E01,356
"Hi, I'm Bob Bob's bugs be gone.",S02E01,357
I'm here about the fire ant problem backstage.,S02E01,358
"Exterminators, huh?",S02E01,359
Why do you have a baby with you?,S02E01,360
She's an intern.,S02E01,361
- You really think I'm that stupid? - No.,S02E01,362
"- Hey, look over there. - What?",S02E01,363
Hey!,S02E01,364
Can I help you?,S02E01,365
- Animal control.,S02E01,366
- Good.,S02E01,367
What happened to your face?,S02E01,368
"Chipmunks are only cute in cartoons, ma'am.",S02E01,369
Is this your horse?,S02E01,370
- Yes. You found him! - Hey!,S02E01,371
